5968.7,2030.1,1137,18460,5882.7,1.3386e+06,90398,18090,60330,94984,1193,3789.5,2e+05,8610.9,10716,4060.9,3223.2,1218.8,8116.9,5550.8,3814.2,23471,13078,6770.1,14590,2786.4,5092.1,7964.8,10542,1.7367e+05,4310.1,3010.3,3864.6,31009,11334,6965.8,16138,3781.5,4336.8,8682.5,7446.2,2636.4,2.1209e+05,57901,18311,16600,3699.8,1.487e+06,48050,4831.4,2.675e+05,11177,1796.5,9493.7,11213,8688,3545,3513.5,3705.8,81371,6452.3,36551,5543.3,78465,13739,6305.6,7550,4694.4,25781,1664.3,3461.7,14840,7669.7,7885.9,3868.6,3841.5,7536.7,2897.3,73698,4436.2,2278.8,2221.3,12141,2.9555e+05,31249,12179,9437.6,6869,19189,1783,4416.5,4105.4,3208.5,13473,11484,4774.3,16230,4027.6,5038.3,5.6144e+05,1748.5,5987.2,13494,19573,6522.7,8745,4017.9,5.4666e+06,7.7153e+05,72440,5311.1,3983.4,46024,8009.9,4108.2,2.5973e+05,33221,12003,6035.6,182.67,11574,6405.8,1.1259e+05,12872,5893.3,7238.3,12718,11638,12851,4376.4,3713.5,26330,7672.2,5736.8,3933.6,4164.4,3901.2,3599.6,3609.8,70.651,2164.8,917.54,1708.7,26206,10343,6277.8,5096.2,19038,7415.1,5414.5,6801.9
6688.1,2624.5,1281.7,23052,5883.5,1.3672e+06,95447,17573,58399,89001,1246.3,3772.5,1.9402e+05,9078,9569.9,4151.3,2622.4,827.81,7287.5,5200.6,3297.4,31218,12284,8756.9,16045,3415.9,4379.9,7433.8,9396.1,1.482e+05,4490.6,2585.4,2979.1,32963,11991,6872,16582,3649,5814.4,8514.4,5833.5,2267.4,2.3431e+05,60020,21142,18742,4492.7,1.5202e+06,49851,4659.5,2.8901e+05,12737,2335.4,10718,11231,8746.2,3576.2,4098.3,3990.1,1.2121e+05,8846.1,33435,5861.5,78942,15106,7898.4,7727.7,5837.8,22238,1791.2,3793.1,11669,6777.9,7480.3,3968.6,3858.4,7731.9,3106,59838,3638.4,2151.3,2597.4,13395,2.9106e+05,31110,12512,10718,6392.3,20437,1386.7,5156,3859.3,3479.7,14154,13210,5555.8,16500,3960.5,5830.5,5.5748e+05,2134.7,5970,11636,20383,6562.2,8341.7,4465.3,5.6932e+06,8.0612e+05,75836,5995,3460.9,45538,7435.6,4638.8,3.8749e+05,49285,16697,5732.3,483.11,12539,6943.4,1.0824e+05,14017,4890.1,7892.7,12253,11522,13630,4837.5,3275,23147,7050.7,4915.2,4425.9,3912.2,3907.6,4108.5,4629.6,1,2171.3,1066.5,2233.4,22629,10406,5841.1,6076.9,15477,7121,4335.2,6469.7
8529.7,2505.5,1770.6,21210,6584,1.4067e+06,94827,16600,51278,80444,1120.6,3666.1,2.1199e+05,9528.8,10085,4513.2,3079.4,1684,8659.3,6782.5,4443.7,32660,11765,9739.5,16806,3475.9,4155.2,7263,7913.6,1.1643e+05,4576.8,3010.4,4860,33369,13215,6201.1,19610,3658.6,4876.4,8421.3,7270.4,2423.2,2.7163e+05,60352,20114,20638,4258.1,1.5427e+06,47851,4927.3,2.8493e+05,13613,2653.4,12614,11515,9327.9,3433,4553.1,4612,1.2783e+05,10518,34781,4835,86819,14516,6704.8,7158.7,6099.7,23647,1901,4418.2,9197.5,7356.5,8562.7,4617.7,3379.5,8180.3,2410.2,63308,3700.3,2663.8,2834.4,13604,2.885e+05,30716,12913,9871.1,7499.4,19977,1944.4,4643.4,5169.4,3807.3,13973,12052,5445,16789,3892.8,5356.3,5.3392e+05,2357.5,5801,12632,17644,5870.3,8241.9,5175,5.6099e+06,7.776e+05,76986,5849.3,3516.1,45598,5695.3,4344.2,4.0432e+05,53639,17715,6050.7,611.8,12889,7086.5,1.146e+05,14014,5483.2,6527.8,12802,10571,14491,4372.2,3578.8,24221,7338.1,7338.1,4563.8,4767.1,4660.4,4589.9,5201.3,317.36,1857,922.74,5622,27295,10484,6171.8,7385.7,17972,7891.6,7062.6,8043.1
8169.3,2643.1,1377.8,22463,6927.6,1.3683e+06,97649,14156,46176,70831,1494.4,4623,2.0063e+05,8402.3,10966,4252.6,3426.3,973.04,9081.4,6259.3,5248.8,28956,12328,10844,16877,3581.3,3767.9,6726,8850.8,99134,4083.1,4535.7,3552.4,32772,11652,3864.7,18386,4073,4729.1,8176.6,6395.8,2912.8,2.6311e+05,52521,20053,19830,4297.5,1.5373e+06,48373,5219.6,2.7717e+05,12220,2160.3,11065,10423,8493.6,3221.4,3826.5,4736.2,1.3323e+05,10689,32307,4443.1,77601,14548,6543.6,7986.2,6075.7,22593,1869.4,4060.5,8652.3,6307.5,7762.6,4176.9,3669.6,7304.7,3088.3,55763,2992.4,2995.8,2984,13773,2.8975e+05,30533,13312,9108.7,5872,19578,1132.4,4995.8,4017.5,3424.4,14178,12479,5476.1,15912,4317.2,5144,4.9942e+05,2000.9,4838.1,12283,16242,5701.9,6387.4,5429.7,5.4547e+06,7.4751e+05,71369,5465.1,3655.4,42097,5496.6,4613.5,4.1438e+05,53278,19004,5468.6,443.37,12457,6824.5,96666,12554,4507.7,7303.3,10194,10166,12613,4739.4,3912.7,25399,7860.9,7860.9,4067.5,4631.8,4954.5,4597,4618.1,138.42,2052.8,1017.1,1578.2,23941,9952.7,6388.3,5717,19128,8104.1,6557.4,7964.9
8717.8,2512.2,1250.1,24513,6692.2,1.3849e+06,94282,16916,50181,76937,1402,3850.2,1.8719e+05,8382.9,10201,3407,3374.3,1017.1,7265.5,6392.7,3879.2,34083,12616,10153,16520,3166.7,4824.2,6660.4,9251.3,1.1395e+05,4122.3,3610.2,3899.6,33743,11548,7133.6,16966,4044.4,4779.1,7829.5,7114.9,2372,2.6894e+05,62933,21745,21650,5051.6,1.5589e+06,50615,5041.5,2.8283e+05,13643,2371.5,11536,10928,8965.6,3454.7,4259.8,5079.4,1.3152e+05,9849.7,32389,5066.4,81622,15668,8170.9,7347.6,6794.5,21504,1197.3,4119,8300.7,7956.6,7794.2,4195.1,4395.9,7565.6,3020.3,59854,3631.9,2762.1,3664.4,13993,2.9595e+05,31174,13753,8641.4,7238.2,20772,2014.4,5747.4,4793.9,4252.5,14903,12778,6179.5,15066,4647.9,5114,5.3917e+05,1581.3,5335.8,11936,18050,6103.9,7875,5067.3,5.6924e+06,7.8045e+05,74625,5723.1,3968.9,45301,6702.3,5007.9,4.1633e+05,54861,18714,6097.8,220.18,13721,6185.4,1.0413e+05,12733,5239.4,6800.9,11384,9665.7,13607,4710.2,3471.4,24217,7294.8,7294.8,4161,4559.7,5163.4,5163.4,4556.5,122.72,1873.6,799.3,2399.6,27423,10412,6461.4,5964,18067,8037.4,5806.6,7183.8
7371.2,3182.6,2050.3,24565,6760.7,1.3823e+06,92801,14990,47632,71066,1744.6,4660.7,1.9174e+05,9238.9,9611,3594.1,3465.3,1125.6,7513.6,6103.4,4137.5,31512,12348,11121,17046,3185.6,3803.7,6287.6,8415.5,1.0378e+05,3746.6,4005.9,4597.5,31749,11752,5096.3,19492,4048.8,6199.7,8734,6686.4,2643.1,2.7552e+05,56771,19061,20457,4229,1.5551e+06,50106,4886.1,2.7926e+05,12690,2801.8,13223,10129,8265.8,3300.9,4304,4634.6,1.2759e+05,9993,35800,5480.5,84871,15150,6491.5,7250.1,6806.6,23530,1799.2,4181.5,7879.5,8021.5,7566.5,3773.2,3751.9,7018.7,2633.2,62644,3972.2,2953.5,2259,13682,2.9427e+05,30285,12692,9400.3,6265.4,20354,2014.7,6423.3,4729.9,3244.7,14217,12258,6300.2,17023,4214,5002.1,5.262e+05,2484.9,5724.2,11145,18049,5476.1,7945.1,5051.7,5.5703e+06,7.7606e+05,74711,5304.9,3701.2,41177,6173.2,4692.7,4.0646e+05,54371,16957,6500.7,394.96,12872,7438.2,1.1043e+05,13546,5458.3,6566.2,11699,9218.4,12838,4802.3,3737.4,27900,8623.5,5486.5,5172.5,5599.1,5599.1,4983.7,4560.9,1,2020.6,690.69,904.54,26711,11506,6683.9,8519.9,20185,8953.1,7453.3,9148.8
8374.5,2209.1,1529.1,24378,6951.2,1.3634e+06,93188,14547,46610,68967,1770.1,4163.5,1.996e+05,7885.8,10060,4303,3669.3,1255.4,7507.8,7222.3,3530,35282,12209,10133,20271,4065.6,4500.1,5842.1,8576.4,90940,4713.6,3854.3,4864.3,34482,11789,6549.3,19266,4224.1,5539.9,10074,7431.9,3105.8,2.8942e+05,64127,21064,21437,4680.5,1.5111e+06,47874,5149.5,2.7734e+05,13446,2506.5,12924,10617,9459.4,3705,4676,4763.6,1.332e+05,9764.8,36489,5367.5,92137,15441,7174.7,7131.6,6049.9,22240,1583.8,4198.2,7035.8,8521.5,8980.6,5512.4,3293.7,7197.7,3259.3,68096,3507.9,2852,2780.5,13951,2.8164e+05,30736,13597,9368.6,7385.2,20094,1787.2,5457.8,4272.6,3424.8,14285,11629,5890.3,15544,3924.1,5381.6,5.1269e+05,1842.7,6051.8,10890,17147,5976.7,8895.9,5186.8,5.4501e+06,7.6292e+05,72712,4871.8,3436.1,39528,5640.4,4374.6,4.0702e+05,52896,18694,6812.5,119.61,12905,6684.1,1.1181e+05,14219,5383.4,6585.4,11987,11189,12778,4571.8,4008.7,24342,8382.4,5024.3,4371.9,4864.1,5001.2,4762.6,4781.9,420.06,1961.1,698.27,1708.3,30281,11198,7151.5,7515.1,18090,9530.1,7021,9091.3
8175.5,2575.6,1766.8,23770,7464.8,1.3207e+06,92312,14604,43948,67567,1650.2,4304.6,1.9493e+05,8397.2,10385,3666,3633.7,1029.3,7311.4,6033.2,4311.3,32003,11870,9859.1,18262,3452.5,3986.1,6358.6,7519.3,85880,4615.1,4035.3,4461.1,31466,11528,5874.3,17918,3815.9,4941.4,7412.9,6251.9,2484.9,2.7629e+05,53293,19828,19963,4420.3,1.4775e+06,47605,4960.8,2.7595e+05,11273,1967.3,11896,10761,7895.6,2886.1,4573.1,4844,1.29e+05,10648,33493,5306.1,78188,14852,7573.8,8114.8,5168.8,20521,1633.8,3882.3,6670.3,8215.6,8289.8,4293.8,3293.6,6719.5,3084.6,55581,3227.9,2437.7,2516.6,13404,2.7415e+05,29775,12337,8261.3,5375.4,19711,1953.9,5206.5,4307.6,3373.9,13937,11115,5837.5,15455,4064.7,4909.6,5.0137e+05,1689.5,5587,10984,16316,5576.2,6938.4,5641.4,5.3613e+06,7.4469e+05,70642,5910.2,3009.4,40251,6612.7,3997.6,4.1247e+05,52384,19463,5056.8,558.65,12330,6481.8,1.0023e+05,13354,5475.8,6099.6,10917,11090,12763,4365.9,3671.8,24330,7059.9,7059.9,4209.1,4666.5,5177.6,5177.6,4707.1,166.71,1813.1,666.3,1672.2,26690,10387,6088.1,7035.3,18373,7572.1,6081.1,7158.1
7655.3,1976.3,968.13,23836,7693.3,1.3738e+06,96622,15250,46404,69833,1378.8,4186.9,1.9299e+05,10318,9988.7,4246.4,3492.9,1196.6,7456.4,6815.5,4408.6,33027,11732,9718.1,19320,3877.5,4803.7,7061.6,8355.8,1.0496e+05,4237.9,4350.4,4356.1,32862,13604,5723.5,18238,4181.2,5688.8,8306.2,7392.6,2463.6,2.8279e+05,61784,21413,21660,5322.5,1.5517e+06,47712,4956,2.8606e+05,12442,2374,11990,10972,8163.7,3360.5,4349,4901.5,1.3073e+05,9738.7,33866,4832.5,86628,14966,6712.5,7920.2,6255.8,20782,1280.4,4171.8,7018.9,7522.2,8094.2,5383.9,3952.2,7513.5,3212.4,63292,3970.9,2532.6,2284.3,13891,2.8844e+05,30253,14322,8327.5,6352.6,20149,1491.5,5595.8,4839.5,3530.9,13760,11340,5287.7,15087,4965.8,5624.6,5.3217e+05,1961.5,5373.1,12342,17716,6442.3,7513,4794.4,5.5693e+06,7.6967e+05,71745,6001.1,3487.3,44005,6583.5,4170.5,3.9922e+05,51200,18128,5191.3,485.52,12956,6892,1.0986e+05,13079,4664.2,6275.8,12540,9887.6,13455,4705.6,4193.7,26131,8217.8,8217.8,4506.3,5330.6,5678,5238.5,5426.7,1,1858.9,895.76,454.64,26624,10001,6777.3,6392.5,17455,8867.9,6324.1,7944.5
7525.4,2464.3,1981.5,25423,7324.4,1.3449e+06,90025,15050,45653,67575,1657.1,4269.1,1.9686e+05,8876.6,9686.7,4532,3933.5,951.94,8570.1,7199.5,4421.4,31729,13075,9145.2,19843,4149.3,4354.1,7555.3,8212.6,96659,5553.7,5069.8,4422.7,34544,10220,6034.6,20662,4021.2,5789.7,7966.6,8110.8,3261.5,2.8808e+05,61567,20025,21545,5259.4,1.5155e+06,48637,5140.2,2.7601e+05,12636,2650.7,13223,10540,7659.3,4234.9,4686,4886.3,1.286e+05,10894,34304,5230.7,89421,15310,7591.9,7738.9,6785.5,22318,1376.9,4000.3,6107.7,9365.4,8173.2,5323.1,3071.2,7140.8,2681.2,62716,4336.8,2613.1,3004.3,12873,2.844e+05,30378,14399,8738.3,6065.4,20592,2030.8,6431.3,4854.6,3925,14560,11226,5795.5,15627,3352.4,5195.3,5.1874e+05,2366.1,5881.7,12416,16738,6652.3,8561.9,5063.9,5.5259e+06,7.5806e+05,71981,5462.2,4222.4,41349,6010.1,5233.1,3.9393e+05,51954,17484,5737.5,344.16,13037,6072.6,1.1052e+05,13037,5567.3,6903.1,11358,12579,13572,4457.5,3864.3,26594,7428.7,5083.2,4878.9,5752,5950,5765.4,4633.4,57.712,2051.1,695.56,1075.2,28711,11619,6961.2,6952,18828,8986.1,6717.1,9196.3
