13493,2300.2,1999.8,1628.9,13250,3868.8,10786,2263.9,45488,7.3314e+05,3876.7,50789,13847,43047,51695,26500,2979.4,3633.9,1.4447e+05,3603.9,7191.9,61255,15702,3163.7,2536.1,3395.1,13439,8679.7,4113.9,11578,1024.7,1.0187e+05,5222.5,6681.7,12644,18324,48364,7732.3,3894.2,3991.1,19861,1.8063e+05,79189,11831,2946.1,34198,4719.9,8259.4,4034.1,15589,9187.7,27639,4829.2,76019,12825,4091.5,4366.4,21993,4514.9,2483.9,13342,5416.9,6.9027e+05,17926,4840.4,10728,5878.8,11820,1.5092e+05,12293,7993.1,11673,47342,4020.8,6012.4,3012.2,5398.2,27136,2213.3,4981,4442.1,2823.8,5165.4,3029.4,42645,2853,8782.3,5188.9,2150,5601.9,5973.8,2688.6,2012.1,6682.3,32244,16855,36756,2046.2,3601.6,22618,3.9552e+05,1.4849e+05,24481,14767,6904.9,6033.5,6925.5,2300.1,10825,35690,19455,31648,3445,3504.4,5248.9,1745.9,3690.3,11000,11644,634.46,1.3981e+06,74562,96420,25524,2420.2,8459.3,4465.7,1751.7,12670,2305.7,1480.8,3485.7,17256,12188,3296.2,6552.8,4747,6826.4,5.1643e+06,6.5729e+05,63958,4437,17173,24709,4520.3,1.0356e+05,14141,5400,45274,6541.6,6620.9,18080,4679.9,24867,3875.4,4979.6,1315.4,4377.8,8200.1,12163,4389.6,1277.5,903.19,1070.6,1236.3,12383,1341.8,902.2
15830,3073.9,2984.7,2159.7,15099,3676.3,12360,2268.2,47179,7.5232e+05,4652.9,52285,13111,42726,48942,25085,3843.2,4578.5,1.4038e+05,5467.4,6306,62806,15393,3567.7,2885.3,3638.6,14636,9558.8,3483.5,11467,833.44,1.0518e+05,5590,5535.3,13442,19075,48824,8350.8,4117.9,4659,19875,1.6477e+05,69144,13172,3449,32274,5432.1,9053.3,3279.5,16630,10082,27501,6857.4,73136,12770,4387.1,4358.7,23567,3802.3,2693.9,21317,6989.9,7.2877e+05,19577,5248.7,9764,4381.3,14015,1.4658e+05,12899,9474.7,13528,63405,4911.5,6361.2,3694.2,5625.9,26830,2270.5,5340.3,4610.1,2913.5,4713.7,2354.8,43101,2901.5,7929.6,4946.6,2216.6,7059,5643.8,2027,2171.6,6702.8,27737,14991,38005,1563.2,3516.7,25245,4.2733e+05,1.589e+05,25472,15075,6369.3,6183.4,7580.1,2403.5,10959,32029,19486,23007,3431.1,3328.3,6026.2,1945.3,4584.3,11080,11259,556.87,1.4072e+06,75281,97101,26668,2154.1,6961.6,5693,2187.3,12125,2983.5,1633.8,3537.2,17430,13047,2947,7634.5,6155.5,7011.2,5.4148e+06,6.9034e+05,65542,4730.2,17829,24959,3662.7,1.4561e+05,19655,7469.6,46150,7122.6,6717,20158,5067.5,24104,3123.9,5514.9,1332.9,4763.9,8020.7,10974,3707.6,1357,1080.9,1048.9,2220.9,11751,1666.5,1544.9
16932,2618.6,1837,1625.4,16188,5332.5,13506,2124.5,52558,7.3685e+05,3853.2,51412,11760,40014,43331,29874,3221.1,4721.1,1.5397e+05,3709.2,7522.5,65284,16601,3150.8,2754.1,4037,12903,8287.6,4327.7,15279,971.16,1.0347e+05,4675.3,5067.8,13683,17930,46024,6739.2,4097.3,4567.1,17619,1.2397e+05,50677,14043,3727,37586,5413.2,8751.4,3814.7,15952,9382.7,30903,6172.9,75784,12087,4686.6,4139.8,26802,4271.5,2957.8,26498,6657.3,7.1374e+05,18339,5110.7,10776,5524,14216,1.7325e+05,13203,9713.1,13811,64154,4902.5,6040.8,3154.6,5429,26813,1726.6,4215.8,5825.5,2923,5517.5,3218.9,44072,3466.6,6347.4,5105.7,1890.4,6283.2,5469.9,1954,2077.4,6968.9,28105,17402,38245,1579.6,3788.6,26967,4.3568e+05,1.4921e+05,26741,14741,6728.6,6202.5,6823.3,2455.5,11913,33256,17890,24834,3837.6,3407.8,5340.5,1294.6,4462.2,11072,11406,546.71,1.4349e+06,77868,1.0177e+05,27151,1970.7,7815.6,5043.9,2158.5,11533,2061.3,943.64,3454.4,16934,13399,3386.7,6605,6102.6,8711.4,5.3262e+06,6.8423e+05,64017,4440.8,18534,24591,5373.5,1.6225e+05,21960,8650.3,49782,7730.6,7449.2,17894,4859.9,25566,4567,5371.3,1654.6,4502.4,7414.6,11953,4486.7,1002.1,751.93,1588.3,1579.3,13226,2034,1774.4
15916,2463.5,1829.6,1425.8,15289,4507.1,11940,2415.2,47979,7.1189e+05,4181.6,50180,11306,38595,41432,28244,3608.9,4514.5,1.5197e+05,5447.3,7754.1,60407,16284,3288.5,2906.7,3680,15056,8655.5,4105.6,13213,642.39,1.0434e+05,4817.3,5220.3,13440,18176,43671,6773.1,4450.6,3589.3,17214,1.0655e+05,42023,15541,3903,33566,5321.9,7824.2,2626.2,16032,10788,26236,5315,74759,12082,4610,4747.3,25048,3969.4,2601.6,27292,6125,6.8478e+05,18535,5036.9,10323,4275,13087,1.505e+05,12970,9411,13310,66031,5785,6820.3,2826.2,4910.2,27974,2388.6,4008.1,4942.9,2898.7,4669.5,3143.2,42631,2857.9,5303.6,4341.8,2312.9,5732.8,5710.5,2331.5,1498.8,6407.6,28642,17799,41034,1951.1,3626.6,24141,4.3516e+05,1.5216e+05,27242,13157,5533.1,6286.9,6584.5,2856.7,11685,33908,17570,24220,3295.4,3366.3,4884.1,1850.6,4398.4,10126,10867,540.9,1.285e+06,69172,89284,24131,1887.1,7266.9,5157.8,1954.6,11150,2560.4,1706.2,3654.9,15395,12697,3643.7,7387.2,5829.6,6817.4,5.1848e+06,6.6802e+05,62535,4988.5,15655,23434,4712.1,1.6202e+05,21583,8588.6,41589,5236.7,6277.4,17980,5226.9,22012,3667.2,5406,1091.6,4259.1,6603.3,11738,4811.6,1232,927.04,1453,1755.4,12837,1983.6,1110.6
16148,2460.9,2473,1967.6,15279,4674.1,12724,2774.2,48275,7.5083e+05,4316.4,51741,12072,41474,44279,26751,3488.8,3931.5,1.6924e+05,4348.8,7772.4,64339,18433,4813.6,3609.4,4236.3,13234,8955,4173.1,14265,1195.2,1.0538e+05,5358.8,5692.7,14091,19821,46165,8006.9,4193.4,4422.6,18140,1.2308e+05,49624,17612,4244.1,34200,5574.3,9065.4,3371.6,16181,9907.6,28827,8763.9,76773,13848,4282.6,4426.6,27452,4373.4,2847.7,30585,6238.3,7.1536e+05,18694,5133.5,11374,4507.2,13084,1.5523e+05,12237,9253.7,13293,69052,5418.8,6042.8,3288.4,5195.5,28878,2020.3,4107.6,6100,3253.6,6129.3,3259.1,42996,3272.2,6065.6,4233,2032,6157.5,5197.3,2470.6,1576.2,6494,27459,18510,43463,1954.8,4023.1,27038,4.3581e+05,1.5648e+05,26786,15200,6893.3,7092,6419.6,2472.1,11403,37527,18228,25229,3925.8,3979,5330.3,2128.7,4731.4,10829,2165.3,934.06,1.3084e+06,69802,95887,24267,2065.8,6949,5168,1741.3,12845,2540.4,1599.5,3761.4,16178,12608,3859.5,7864.5,5693,7207.7,5.4058e+06,6.8697e+05,66082,5514.7,16968,25631,4589.5,1.6164e+05,21417,8101,46679,5703.5,6040.4,18158,5397,22834,3471,5801.6,1468.1,3602.8,7769.2,14161,5065.3,1261.8,820.47,1689.2,2032.9,12250,1976.8,1148
17247,2958,2350.6,1461.7,15641,5363.7,12887,2665,47998,7.3959e+05,3446.7,53457,11575,41445,43836,29921,3189,4876.2,1.8405e+05,5863.4,8214.9,65829,18777,4276.1,3681.3,4231.4,14716,8714.6,3649.5,16097,1089.5,1.0149e+05,4932.9,6054.7,14034,18778,45682,7523.3,4777.1,4595,16775,1.1443e+05,46144,15969,3778.5,35516,6207.1,9878.8,3286.3,17722,9871.4,31136,8436.3,82699,14382,4979.9,5067,29412,4549.9,3419.2,32433,5684.6,7.0545e+05,19637,5531,13307,5763.6,14730,1.6755e+05,13721,10061,14790,68206,5171.2,6728.8,3505.1,6382.4,31781,1958.3,5681.3,6147.2,3663.9,5688.6,3496.7,41864,3152.4,5439.7,4054.6,2695.9,5963.5,5011.4,2263.6,2206.9,6545.7,27746,21058,42928,2583.2,3750.8,26401,4.3302e+05,1.5447e+05,26028,15615,6262.7,6535,7243.5,3027.6,12019,38395,17687,25595,3863.6,3272.3,5513.9,2170.2,5091.3,11737,10297,840.41,1.3637e+06,73628,93943,26961,2405.5,7198.4,4069.3,1828.9,11549,2555.1,1830.1,2913.4,16124,12772,3872.3,7707.1,4884.2,7658.1,5.3409e+06,6.8689e+05,65596,5417.7,18501,23678,3794.1,1.6657e+05,21120,8225,51255,6906.9,6909,19388,5354.2,23057,4151,5970.4,1517.2,4797.8,7009.7,14309,4972,1379.8,807.69,1227.3,1526.8,12816,2394.7,1955.1
15223,2455.5,1814.1,1342.7,14920,4771.5,11592,2889.3,48597,7.2727e+05,4574.6,51317,12223,40818,41044,28315,3163.6,5456.5,1.9064e+05,6116.8,9408.6,64146,18691,3542.2,3106.1,3600.1,14295,8902,4207.7,15905,1131.9,1.0666e+05,5673,6034.8,13392,18364,46137,6721.5,3396.2,4798.2,17401,1.0847e+05,43170,19542,4420.7,38323,5930.7,8262.9,3595.2,18000,8709.2,30025,5552.7,84655,12686,4516.6,4893.7,27813,4697.3,3220.1,35851,6481.3,6.9472e+05,18467,5133.2,11310,3855,14434,1.6316e+05,13781,10464,13492,67655,5544.6,6569.9,3167,5840.7,33775,2100.9,5214.1,8019.9,3722.6,6263.7,3656.7,45671,2757.9,4973.5,4472.7,2745.3,6719.7,5428.1,1861,1768.3,6266.2,27688,19017,44713,1760.9,4099.8,26353,4.3282e+05,1.4822e+05,25432,14029,5563.3,7374.4,6620.6,2827.9,11673,38891,16635,26120,3342.5,4201.5,4935.4,2343.8,4789.4,10405,10272,879.42,1.2728e+06,66601,88676,22718,2233.6,6813.8,4221.4,2183.4,11577,2501.7,1843.9,3210.1,16924,11524,3464.1,7622.4,5602.9,7534.3,5.1876e+06,6.7448e+05,62675,5291.1,17144,23991,4687.7,1.6269e+05,21628,8793.3,43814,5652.7,6491.3,18528,5427.9,21835,3483.3,5347.7,1383.9,5123.2,7468.3,15939,4917.2,1926.9,1659,1165.1,1372.1,12693,2060.4,1237.8
16777,2817.2,2352.8,1777,15860,4578.3,12366,2999.9,47597,7.5029e+05,4322,52070,11984,41507,42415,29823,2942.7,5104.3,1.9685e+05,5728.4,9561.2,63716,20663,3918.3,3554.4,4275.2,17868,9789,4136.4,14988,1059.1,1.0527e+05,5305.7,5423.5,13456,17931,47444,7509.7,4649.4,5306.7,19082,1.2435e+05,49327,18788,4451.7,38658,6748.1,8444.2,3448.3,16545,9629.8,33045,6314.4,89188,13564,5881.7,5916.6,33947,5121,3288.7,34754,6865.6,7.2607e+05,19194,5409.5,11103,5174.1,14385,1.7663e+05,14978,9228.5,14084,67561,5256.6,6686.5,3335.3,5875.7,34670,2582.9,5061.1,7122.3,3840.6,7524.9,3244.9,45803,2720.3,4957.1,4142.3,2614.8,6285,4960.4,2454.7,1944.8,6316.7,31456,22624,46868,1794.6,4160.6,27488,4.3104e+05,1.54e+05,25431,15757,6010.2,7406.6,7173.2,3106.9,11703,38986,17051,27653,3747.8,4612,4721.4,2009.6,5452.4,12474,10489,687.37,1.2851e+06,67682,92232,25104,2181.9,7081,4817.6,1899,11552,2621.6,1642.2,3364.5,17831,12722,3557.6,8898.8,5708.4,7327.4,5.4426e+06,6.9986e+05,67575,5094.5,19684,25506,4524.4,1.6062e+05,20763,7985.2,43439,5612.6,5828.6,19332,4243.9,21886,4108.4,5245,1464.3,4375.3,6377.1,17036,5544.7,1442.3,1066.6,1754.2,1729.1,11838,1500.5,1166.5
17949,2936.5,2553.4,1843.3,15703,4556.9,14107,3632.2,51294,7.5113e+05,4606.1,51283,12101,41822,42215,28973,3028.8,5739.1,2.0548e+05,5945.6,10940,65403,20619,4971,4340.3,3971.9,15375,9872.7,3146.5,15340,1169.3,1.0278e+05,5243,6100.6,14096,19270,47475,8082.7,4420,3934.5,18559,1.1489e+05,47238,18845,4284.4,37924,6590.1,8257.5,3556.7,15861,9938.3,36196,9203.4,88912,15808,5388.4,5516.7,34378,4414.8,3423.1,36237,7546.6,7.1472e+05,18829,5692.4,10316,4138.2,13124,1.7498e+05,14360,9080.1,15006,70368,6630.4,7009.2,3367.5,6648.4,36330,3138.1,5094.9,7213.6,3203.6,6261.9,3889,44902,2764.8,4721.1,4491.6,2404.5,6668.3,5378.4,2465.1,2299.6,6448.2,31596,22558,47187,2123,3642,27850,4.2169e+05,1.5445e+05,25883,15499,6137.1,7367.1,6695.4,2389,11930,40109,17136,26757,3774.1,3600.9,5285.6,2096.7,4719.7,11709,10496,526.42,1.2908e+06,69195,95127,24618,2011.2,7383.3,4607.1,1941.8,12153,3181.8,1727.4,3824.8,17291,12820,3973.6,8258.5,5616.1,6585.8,5.2924e+06,6.7919e+05,66071,4993.6,19053,25256,4447.7,1.5444e+05,22048,8112.6,46239,5962.6,5863.6,19071,5195.2,22048,4033.6,6078.7,1620,4266.8,6614.2,16013,5892.9,1056.9,946.4,1218.3,1761.8,13110,1828.8,1627.1
16184,2411.3,1666.6,1250,15375,4371.5,12921,3510.4,49361,7.3487e+05,4077.6,49112,10590,39705,40372,29759,3674,5704.1,2.1691e+05,6266.1,11288,68440,22814,3935.5,3838.3,3991.1,16208,9837.9,4224.1,15675,1286.4,1.0105e+05,4582.9,4850.8,12806,19185,46020,6916.7,4330.4,4425.5,17511,1.039e+05,41481,18911,4942.3,39871,7027.7,8317.6,3559.1,17235,10879,34689,6778.4,95942,15121,5931.5,6295.1,35338,5316.2,3148.1,35797,8029.8,7.0678e+05,19145,5178.7,9258.4,4928.1,14360,1.7447e+05,14393,9655.7,15336,67240,5281.6,7019,3497.2,5996.5,42102,2626.3,4834.6,6779.1,4128.8,6372.2,3982.3,44443,2885.2,5421.1,4884.4,2112.6,6664.6,4845,1824.1,2165.1,7317,28051,24739,49986,2310.3,5019.9,26828,4.1934e+05,1.5395e+05,27289,15050,5684,7309.2,6351.7,2885,11618,40838,17077,27600,3536.4,3782.2,4791,2317.6,5069.1,10801,9367.5,1214.8,1.2363e+06,66773,85631,23663,2160.9,6556.4,4493.8,1829.9,12256,2627.1,1540.8,3405,16166,12681,3680.7,7868.9,5503.2,8118.8,5.1614e+06,6.5957e+05,61147,3970.4,16754,22103,4166.2,1.5184e+05,20984,7028.5,41378,5392.8,5269.8,17877,4920.7,20560,3584.4,4947.2,1309.3,4088,6991.2,17646,6437.5,1671.7,1184.7,1581,1471.5,12943,1894.5,2015.2
